fig_num,name,num_parts
fig-003331,Baxter Stockman,5
fig-003332,The Kraang with Medium Blue Armor,3
fig-003333,Leonardo with Clenched Teeth,4
fig-003334,Foot Soldier with Dark Red Legs,3
fig-003335,Dogpound,4
fig-003336,Fishface,5
fig-003337,Foot Soldier with Four Arms,4
fig-003338,Michelangelo with Dirt Stains,4
fig-003339,Raphael with Clenched Teeth,4
fig-003340,Shredder with Dark Purple Cape,6
fig-003341,"Donatello, Angry",4
fig-003342,Shredder with Dark Blue Cape,6
fig-003343,Raphael with Dark Gray Outfit,4
fig-003344,Victor,3
fig-003345,Spider Bytez,11
fig-003346,Michelangelo in Orange Outfit,4
fig-003347,Donatello in Purple Outfit,4
fig-003348,"Dr. O'Neil, Mutated",4
fig-003349,Vern (2014 Movie),4
fig-003350,Foot Soldier with Face Wrap (2014 Movie),3
fig-003351,Michelangelo (2014 Movie),4
fig-003352,Raphael (2014 Movie),4
fig-003353,Donatello in Scuba Gear,4
fig-003354,Leatherhead,4
fig-003355,Leonardo in Scuba Gear,4
fig-003356,The Kraang with Light Bluish Gray Armor and Neck Bracket with Horn,5
fig-003357,Splinter with Legs,3
fig-003358,Leonardo with Scabbard (2014 Movie),5
fig-003359,Shredder with Dark Blue Cape (2014 Movie),6
fig-003360,Donatello with Goggles (2014 Movie),5
fig-003361, Warrior Statue,4
fig-003362,Splinter,3
fig-003363,Raphael Looking Up,4
fig-003364,Leonardo Looking Up,4
fig-003365,Dark Ninja,4
fig-003366,Agent Trey Swift,4
fig-003367,Spyclops,10
fig-003368,Terabyte with Dark Orange Hair,4
fig-003369,Electrolyzer with Neck Bracket,5
fig-003370,Agent Steve Zeal,4
fig-003371,Agent Jack Fury with Helmet and Shoulder Armor,5
fig-003372,Agent Caila Phoenix with Helmet,4
fig-003373,Agent Caila Phoenix with Dark Azure Hair,4
fig-003374,AntiMatter,5
fig-003375,Agent Max Burns with Helmet and Shoulder Armor,5
fig-003376,Agent Solomon Blaze,4
fig-003377,Agent Curtis Bolt,4
fig-003378,Professor Brainstein with Mechanical Spider Legs,26
fig-003379,Agent Chase with Armor,5
fig-003380,Dr. D. Zaster,4
fig-003381,Agent Charge with Armor,5
fig-003382,Agent Swift with Armor,5
fig-003383,Magma Commander,5
fig-003384,Magma Drone,5
fig-003385,"Sunset with Beach and Palm Trees Silhouette on Shirt, Tan Legs, Red Sunglasses",4
fig-003386,"Man, Floating Classic Spaceman on Shirt, Tan Legs",4
fig-003387,Female with Rainbow Stars on Tank Top and White Legs,4
fig-003388,Dr. Inferno with Metallic Silver Claw,5
fig-003389,"Policewoman, Dark Blue Suit and Tie, Dark Brown Bun Hair",4
fig-003390, Astor City Guard,4
fig-003391, Agent Caila Phoenix,4
fig-003392,Agent Jack Fury with Neck Bracket,5
fig-003393,Psyclone with Neck Bracket,5
fig-003394,Infearno,5
fig-003395,Agent Max Burns,4
fig-003396,Adam Acid,4
fig-003397,Retox,4
fig-003398,Toxikita,4
fig-003399,Agent Curtis Bolt with Neck Bracket and Goggles,6
fig-003400,Astor City Scientist,4
fig-003401,Agent Jack Fury,4
fig-003402,Tremor,4
fig-003403,Terabyte,4
fig-003404,Professor Christina Hydron,4
fig-003405,Agent Curtis Bolt with Goggles,5
fig-003406,Agent Caila Phoenix with Neck Braket,5
fig-003407, Toxikita with Armor,6
fig-003408,Professor Brainstein,4
fig-003409,Sharx,8
fig-003410,Agent Max Burns with Helmet and Shoulder Armor with White Arms,5
fig-003411,Drillex,6
fig-003412,Agent Curtis Bolt with Neck Bracket,5
fig-003413,Invizable,4
fig-003414,Batman with Printed Utility Belt (Dimensions),5
fig-003415,Gandalf (Dimensions),6
fig-003416,"Wyldstyle with Dual Sided Head, Open Mouth Smile / Angry",5
fig-003417,Chell,4
fig-003418,ACU Trooper with Sand Blue Armor,5
fig-003419,"Owen Grady with Reddish Brown Vest, and Dark Bluish Gray Legs with Holster",4
fig-003420,Gollum,3
fig-003421,Legolas (Dimensions),4
fig-003422,The Joker with Blue Vest (Dimensions),4
fig-003423,Batman with Light Bluish Gray Suit and Blue Cowl and Cape,5
fig-003424,Lex Luthor with Green Legs and Shoulder Armor,4
fig-003425,"Voldemort, Black Cape (Dimensions) (3626c Head)",4
fig-003426,"Harry Potter, Gryffindor Sweater with Crest (Dimensions)",4
fig-003427,Raven,5
fig-003428,Beast Boy,4
fig-003429,Belle - Microdoll,3
fig-003430,Beast - Microdoll,3
fig-003431,Marceline the Vampire Queen,4
fig-003432,Sloth,4
fig-003433,Gizmo,3
fig-003434,Stripe (Gremlin),3
fig-003435,Robin with Green Eyes (Dimensions),5
fig-003436,Batgirl (Dimensions),7
fig-003437,Supergirl with Blue Gloves,5
fig-003438,Lena Luthor,4
fig-003439,Supergirl,5
fig-003440,Poison Ivy with Wrap Skirt,4
fig-003441,Mad Harriet,4
fig-003442,Batgirl in Medium Lavender Outfit,5
fig-003443,The Flash with Hair,4
fig-003444,Eclipso,6
fig-003445,Wonder Woman with Red Gloves,4
fig-003446,Harley Quinn with Argyle Sweater,4
fig-003447,Steve Trevor,4
fig-003448,Ogel Minion / Super Ice Drone,3
fig-003449,Tee Vee,7
fig-003450,Hero with White Shirt and Radio in Belt,4
fig-003451,"Hero, Female",4
fig-003452,"Hero, Pilot with Goggles",5
fig-003453,Hero with Orange Sunglasses,4
fig-003454, Hero with Fedora,4
fig-003455,Hero with Jacket with Zipper,4
fig-003456,Hero with Utility Vest,4
fig-003457,Digger with Rope Bundle,4
fig-003458,Shadow with Ammo Belt,5
fig-003459,Specs with Tools on Vest,5
fig-003460,Viper with Knife on Vest,4
fig-003461,Viper with Binoculars Hanging Round Neck,4
fig-003462,Specs with Ammo Belt,4
fig-003463,Digger with Knife on Vest,4
fig-003464,Aira Windwhistler in Dark Purple Outfit,4
fig-003465,Farran Leafshade,4
fig-003466,Azari Firedancer in Bright Light Orange Outfit,4
fig-003467,Skyra,6
fig-003468,Emily Jones with Cape,5
fig-003469,Naida Riverheart with Cape,5
fig-003470,Azari Firedancer with Cape,5
fig-003471,Aira Windwhistler with Cape,5
fig-003472,Emily Jones with Striped Shirt,4
fig-003473,Johnny Baker,4
fig-003474,Naida Riverheart with Medium Azure Wrap Skirt,4
fig-003475,Aira Windwhistler with Dark Purple Skirt,4
fig-003476,Emily Jones with Necklace,5
fig-003477,Naida Riverheart with Hood and Cape,5
fig-003478,Aira Windwhistler with Hood and Cape,5
fig-003480,Ragana Shadowflame,4
fig-003481,Emily Jones with Long Cape,5
fig-003482,Azari Firedancer with Hood and Cape,5
fig-003483,Lumia,4
fig-003484,Aira Windwhistler in Dark Purple and Gold Outfit,4
fig-003485,Sophie Jones with Closed Mouth,4
fig-003486,Goblin King with Necklace,6
fig-003487,Emily Jones with Higher Cut Leggings and Necklace,5
fig-003488,Rosalyn Nightshade,5
fig-003489,Farran Leafshade with Knee High Boots,4
fig-003490,"Ariel - Human Form, Pink Dress",5
fig-003491,"Prince Eric - White Shirt, Red Belt",4
fig-003492,Flynn Rider,4
fig-003493,Rapunzel - Medium Lavender Dress,7
fig-003494,"Cinderella - Medium Blue Dress, Bright Light Blue Gloves, Hair Band",4
fig-003495,"Prince Charming - Light Blue Shirt, Dark Red Trousers",4
fig-003496,Noctura,4
fig-003497,Noctura with Cape,5
fig-003498,Farran Leafshade with Dark Orange Boots,4
fig-003499,"Jawa, Dark Brown Shoulder Strap",4
fig-003500,"Luke Skywalker, White Robe, Poncho",5
fig-003501,"Tusken Raider, Head Spikes, Shoulder Belt",3
fig-003502,"Obi-Wan Kenobi, Old, Tan Robes, Hair, White Pupils, White and Gray Beard",4
fig-003503,"R2-D2, Flat Silver Dome, Dark Blue Print with Dark Pink Dots",4
fig-003504,"Geonosian, Dark Gray, Wings",4
fig-003505,"Geonosian, Dark Gray",3
fig-003506,"Battle Droid, Geonosian",6
fig-003507,"Gamorrean Guard, Plain Head, Brown Torso",3
fig-003508,"R2-D2, White Dome (30361a Body)",4
fig-003509,"C-3PO, Pearl Light Gold",3
fig-003510,"Bib Fortuna, Closed Mouth",5
fig-003511,"Battle Droid Commander, Two Bent Arms",6
fig-003512,"Battle Droid, Two Bent Arms, 1 x 2 Plate on Back",6
fig-003513,"Scout Trooper, Yellow Head with Black Visor",4
fig-003514,"Luke Skywalker, Black Robes, Yellow Skin, Black Cape and Hood",5
fig-003515,"Han Solo, Black Vest, Yellow Skin, Brown Legs",4
fig-003516,"Darth Maul, Black Hood and Cape",5
fig-003517,"Darth Vader, Light Gray Skin",5
fig-003518,"Emperor Palpatine, Yellow Skin",5
fig-003519,"Jabba the Hutt, Unprinted",3
fig-003520,EV-9D9,6
fig-003521,"Luke Skywalker, Black Robes, Yellow Skin, Black Cape",5
fig-003522,"Princess Leia, Slave Outfit, Yellow Skin, Neck Bracket",5
fig-003523,"Clone Trooper, Phase I Armor, Plain Black Head",4
fig-003524,"Snowtrooper, Light Gray Hips",4
fig-003525,"AT-AT Driver, White Uniform, Plain Yellow Head",4
fig-003526,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Gray Hips",4
fig-003527,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Bluish Gray Hips (3626b Head)",4
fig-003528,"Dak Ralter, Yellow Skin, Dark Bluish Gray Hips",4
fig-003529,"Rebel Trooper in Hoth Uniform, White Hat, Yellow Skin, Backpack, White Goggles",6
fig-003530,"Greedo, Dark Turquoise Skin",3
fig-003531,"Han Solo, Black Vest, Yellow Skin, Dark Blue Legs",4
fig-003532,"Obi-Wan Kenobi, Old, Yellow Skin, Light Bluish Gray Hair (3626b Head)",4
fig-003533,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Plain Yellow Head",6
fig-003534,"Yoda, Plain Sand Green Head",3
fig-003535,"Luke Skywalker, Dagobah Outfit, Yellow Skin, Sand Green Tank Top with Neck Bracket",5
fig-003536,"R2-D2, White Dome (30361d Body)",4
fig-003537,"Princess Leia, Hoth Outfit, Tan Jacket, Reddish Brown Hair",4
fig-003538,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, Black Eyes",4
fig-003539,"Han Solo, Hoth Outift, Dark Blue Jacket, Reddish Brown Legs",4
fig-003540,"Wedge Antilles, Plain Legs",4
fig-003541,R2-Q5,4
fig-003542,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, No Eyebrows",5
fig-003543,"Royal Guard, Red Hands",5
fig-003544,"Stormtrooper, Plain Light Flesh Head, Solid Nose Vent",4
fig-003545,"Grand Moff Wilhuff Tarkin, Dark Bluish Gray, Smooth Hair",4
fig-003546,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Unifrom, Cavalry Cap, Black Eyes",4
fig-003547,"R2-D2, White Dome, Dark Bluish Gray Serving Tray",5
fig-003548,"Boba Fett, Helmet and Jetpack with Dark Brown Highlights, Light Bluish Gray Armor",4
fig-003549,"Gamorrean Guard, Plain Head, Reddish Brown Torso",3
fig-003550,"Han Solo, White Shirt, Reddish Brown Legs, Black Eyes",4
fig-003551,"Lando Calrissian, Skiff Guard Disguise, Dark Bluish Gray Helmet",4
fig-003552,"Luke Skywalker, Black Robes, Black Eyes",4
fig-003553,"Princess Leia, Slave Outfit, Black Eyes, Neck Bracket",5
fig-003554,"Bespin Guard, Reddish Brown Skin",4
fig-003555,"Dengar, Light Flesh Head",4
fig-003556,"IG-88, Round Plate Head",8
fig-003557,"Ten Numb, White Outfit",4
fig-003558,"Rebel Pilot B-wing, Red Flight Suit, Black Eyes",5
fig-003559,"Rebel Technician / Ground Crew, Light Bluish Gray Uniform",4
fig-003560,"Rebel Pilot A-wing, Green Uniform, Black Eyes, Trans-Black Visor",5
fig-003561,"Han Solo, Hoth Outift, Dark Blue Jacket, Tan Legs",4
fig-003562,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, Black Hands",4
fig-003563,Junkrat,6
fig-003564,Roadhog (Big Fig),9
fig-003565,"Ariel - Mermaid Form, Bright Pink Flower",5
fig-003566,Alana - Dark Pink Crown,5
fig-003567,"Anna - Magenta Hat, Cape",5
fig-003568,"Elsa - Light Aqua Glitter Cape, Bow",6
fig-003569,Olaf - Brick Built,7
fig-003570,Kristoff - Dark Blue Jacket,4
fig-003571,Elsa - Lime Dress,5
fig-003572,"Anna - Lime Vest, Medium Azure Dress, Braids",4
fig-003573,"Beast, Blue Jacket, Black Legs, Dark Purple Cape",5
fig-003574,Maui (Big Fig),7
fig-003575,Ursula,5
fig-003576,Fairy Godmother,5
fig-003577,Cinderella - Bright Light Blue Ball Gown,4
fig-003578,"Olaf - Brick Built, Buttons",8
fig-003579,Snowgie,2
fig-003580,"Anna - Dark Green Dress, Open Mouth",4
fig-003581,"Elsa - Medium Azure Dress, Medium Blue Cape - Closed Mouth",5
fig-003582,"Rapunzel - Medium Lavender Dress, 1 Flower in Hair",5
fig-003583,Ariel - Mermaid Form - MicroDoll,3
fig-003584,Ariel - Human Form - MicroDoll,3
fig-003585,Prince Eric - MicroDoll,3
fig-003586,Cassandra,4
fig-003587,"Rapunzel - Dark Brown Top, Dark Purple Dress",4
fig-003588,"Ariel - Human Form, Bright Pink Gown, White Cape",6
fig-003589,Prince Eric - White Uniform,4
fig-003590,Aladdin,4
fig-003591,Jasmine,4
fig-003592,"Ariel - Mermaid Form, Pink Top, Dark Green Scales on Tail",5
fig-003593,"Aurora - Dark Pink Dress, Open MOuth",4
fig-003594,Tiana,4
fig-003595,"Prince Charming - Tan Shirt, Dark Red Trousers",4
fig-003596,"Olaf - Brick Built, Buttons, Clip On Back",8
fig-003598,"Cinderella - Bright Light Blue Dress, White Under-Dress",4
fig-003599,Li Shang,3
fig-003600,Mulan - Girl - MicroDoll,4
fig-003601,Mulan - Boy - MicroDoll,3
fig-003602,Maleficent,5
fig-003603,"Aurora - Dark Pink Dress, Silver Decoration, Pearl Gold Crown",5
fig-003604,Winston (Big Fig),7
fig-003605,Mercy,9
fig-003606,Pharah,5
fig-003607,Reaper,5
fig-003608,"Rebel Trooper in Hoth Uniform, White Hat, Yellow Skin, Backpack, Brown Visor",6
fig-003609,"Dak Ralter, Yellow Skin, Dark Gray Hips",4
fig-003610,"Luke Skywalker, Endor Outfit, Yellow Skin",4
fig-003611,"Battle Droid Pilot, Blue Printed Torso, Two Bent Arms",5
fig-003612,"Battle Droid, Two Bent Arms",5
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3
fig-003614,"Qui-Gon Jinn, Yellow Skin",5
fig-003615,"Gungan Warrior, Green Legs",3
fig-003616,"Tusken Raider, Crossed Shoulder Belts (3626b Head)",3
fig-003617,"Anakin Skywalker, Padawan, Yellow Skin, Cape",5
fig-003618,"Obi-Wan Kenobi, Old, Yellow Skin, Light Gray Hair",4
fig-003619,"Luke Skywalker, Black Robes, Yellow Skin",4
fig-003620,"Han Solo, White Shirt, Yellow Skin",4
fig-003621,"Count Dooku, Yellow Skin",5
fig-003622,R5-D4,4
fig-003623,"Dutch Vander / Rebel Pilot Y-wing, Yellow Skin, Dark Gray Hips",4
fig-003624,"Stormtrooper, Plain Yellow Head, Black Hips",4
fig-003625,"Rebel Technician / Ground Crew, Yellow Skin, Large Moustache",4
fig-003626,"Biggs Darklighter, Yellow Skin",4
fig-003627,"Anakin Skywalker, Child, Yellow Skin, Brown Helmet",5
fig-003628,"Wicket, Ewok, Plain Brown",3
fig-003629,"Paploo, Ewok, Tan Hood with Tan Face",3
fig-003630,"Rebel Technician / Ground Crew, Yellow Skin, Small Moustache",4
fig-003631,"Rebel Pilot A-wing, Green Uniform, Yellow Skin",5
fig-003632,Zam Wesell,5
fig-003633,"Anakin Skywalker, Padawan, Yellow Skin",4
fig-003634,"Obi-Wan Kenobi, Yellow Skin",4
fig-003635,"Anakin Skywalker, Child, Yellow Skin, Light Gray Helmet",5
fig-003636,"Padme Amidala / Naberrie, Yellow Skin",4
fig-003637,"Rebel Pilot B-wing, Red Flight Suit, Yellow Skin",5
fig-003638,Gasgano,8
fig-003639,Imperial Shuttle Pilot with Yellow Skin,4
fig-003640,"Super Battle Droid, Metal Blue",4
fig-003641,"Jedi Knight, Dark Gray Robe",5
fig-003642,"Droideka / Destroyer Droid, Brown Shell",26
fig-003643,"Obi-Wan Kenobi, Padawan, Yellow Skin, Brown Hood and Cape",5
fig-003644,Aldar Beedo,9
fig-003645,"Boba Fett, Child, Medium Blue Outfit, Yellow Skin",4
fig-003646,"Jango Fett, Black Head",4
fig-003647,Wookiee Warrior,3
fig-003648,"Clone Trooper, 41st Elite Corps Armor, Green Markings",4
fig-003649,"Luminara Unduli, Light-Up Lightsaber",1
fig-003650,"General Grievous, Plain, Cape",8
fig-003651,"Obi-Wan Kenobi, Dark Orange Legs, Cape",5
fig-003652,"Darth Vader, Light Bluish Gray Skin, No Cape (Episode 3)",4
fig-003653,"Anakin Skywalker, Transformation, Black Eyes",3
fig-003654,"Battle Droid Security, Dark Red Torso with Tan Print, Two Bent Arms",5
fig-003655,"Obi-Wan Kenobi, Padawan, Yellow Skin, Brown Hair and Cape",5
fig-003656,"Imperial Officer / Captain / Commandant / Commander, Dark Gray Uniform, Yellow Skin",4
fig-003657,"Luke Skywalker, Black Robes, Yellow Skin, Black Right Hand",4
fig-003658,"Princess Leia, White Robe, Yellow Skin (3626b Head)",4
fig-003659,"Han Solo, Black Vest, Yellow Skin, Blue Legs (3626b Head)",4
fig-003660,"Darth Vader, Light-Up Lightsaber",2
fig-003661,"Dutch Vander / Rebel Pilot Y-wing, Yellow Skin, Dark Bluish Gray Hips",4
fig-003662,"Darth Vader, Light Bluish Gray Skin, No Scars on Right Cheek (3626b Head)",5
fig-003663,"Clone Trooper, 327th Star Corps, Yellow Markings, Pauldron",5
fig-003664,"Mace Windu, Tan Legs, Cape",4
fig-003665,"Clone Trooper, 41st Elite Corps Scout Battalion Armor, Dark Bluish Gray (Kashyyyk)",4
fig-003666,"Clone Trooper, Phase II Armor, Plain Black Head, Neck Bracket",5
fig-003667,"Clone Trooper, Phase II Armor, Plain Black Head, Black Mouth",4
fig-003668,"Super Battle Droid, Pearl Dark Gray",4
fig-003669,"General Grievous, Plain",7
fig-003670,"Clone Trooper, 327th Star Corps, Yellow Markings",4
fig-003671,"Clone Shock Trooper, Red Markings, Plain Black Head, Black Hips",4
fig-003672,"Obi-Wan Kenobi, Dark Orange Legs, Headset",4
fig-003673,"Emperor Palpatine, Light Bluish Gray Skin",5
fig-003674,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Unifrom, Cavalry Cap, Brown Eyebrows",4
fig-003675,"Stormtrooper, Plain Yellow Head, White Hips",4
fig-003676,K-3PO,3
fig-003677,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (30170 Goggles)",6
fig-003678,"Dak Ralter, Standard Face",4
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4
fig-003680,R2-R7,4
fig-003681,Republic Pilot,4
fig-003682,Republic Captain,4
fig-003683,"Qui-Gon Jinn, Tan Legs, Brown Beard",5
fig-003684,"Obi-Wan Kenobi, Padawan, Reddish Brown Hood and Cape, Black Eyes",5
fig-003685,"Qui-Gon Jinn, Tan Legs, Dark Orange Beard",5
fig-003686,"Darth Vader, Damaged",4
fig-003687,"Battle Droid Pilot, Blue Torso, One Bent Arm, One Straight Arm",5
fig-003688,"Battle Droid Security, Dark Red Torso, One Bent Arm, One Straight Arm",5
fig-003689,"Droideka / Destroyer Droid, Copper Shell",35
fig-003690,Kit Fisto,3
fig-003691,"Obi-Wan Kenobi, Tan Plain Legs, Headset",4
fig-003692,"Naboo Fighter Pilot, Tan Jacket",5
fig-003693,"Anakin Skywalker, Child, Dark Tan Hair, Black Eyes",4
fig-003694,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Plain Black Head",5
fig-003695,"Stormtrooper, Plain Black Head, Solid Nose Vent",4
fig-003696,"Dutch Vander / Rebel Pilot Y-wing, Plain Legs, No Visor",4
fig-003697,"Stormtrooper, Plain Black Head, Black Lines on Nose Vent",4
fig-003698,R-3PO,3
fig-003699,"2-1B Medical Droid, Sand Blue Torso, One Arms with Clips at 90°",4
fig-003700,"Princess Leia, Hoth Outfit, Tan Jacket, Dark Brown Hair",4
fig-003701,"Luke Skywalker, Bacta Tank Outfit, Tan Hair",4
fig-003702,"Han Solo, Hoth Outift, Dark Blue Hood, White Pupils",4
fig-003703,"Anakin Skywalker, Child, Dark Tan Hair, White Pupils, Printed Goggles",4
fig-003704,"Battle Droid Security, Dark Red Torso with Tan Print and Three Red Dots, One Bent Arm, One Straight Arm",5
fig-003705,"Droideka / Destroyer Droid, Reddish Brown Shell, Dark Bluish Gray Legs",31
fig-003706,"Super Battle Droid, Pearl Dark Gray, Blaster Arm",4
fig-003707,"Luminara Unduli, Black Hat",4
fig-003708,"Captain Rex, Helmet Rangefinder",7
fig-003709,R8-B7,4
fig-003710,TX-20 / Tactical Droid,4
fig-003711,"Mace Windu, Dark Tan Plain Legs (Clone Wars)",3
fig-003712,"Rebel Pilot A-wing, Green Uniform, Black Eyes, Trans-Yellow Visor",5
fig-003713,"Admiral Ackbar, White Outfit",3
fig-003714,"Crix Madine, Dark Tan Legs",4
fig-003715,Mon Mothma,5
fig-003716,Mon Calamari Officer,3
fig-003717,"Lando Calrissian, Sand Blue Cape, Sand Blue Legs",5
fig-003718,Hondo Ohnaka,5
fig-003719,Turk Falso,3
fig-003720,Magna Guard,9
fig-003721,Pilot Droid,5
fig-003722,R7-A7,4
fig-003724,"Ahsoka Tano, Padawan, Light Bluish Gray Legs",4
fig-003725,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (46304 Goggles)",6
fig-003726,"Han Solo, Hoth Outift, Dark Blue Hood, Black Eyes",4
fig-003728,"Clone Trooper, Phase I Armor, Brown Eyes, Jetpack",5
fig-003729,"Battle Droid Commander, One Bent Arm, One Straight Arm, Yellow Torso",5
fig-003730,Clone Commander Fox,7
fig-003731,Rotta,3
fig-003732,"Anakin Skywalker, Pilot Uniform (Clone Wars)",4
fig-003733,"Clone Trooper, Phase I Armor, Dark Bluish Gray Pauldron and Kama",7
fig-003734,"Battle Droid, Two Straight Arms with Clips at 90°",5
fig-003735,"Asajj Ventress, Dark Blue Outfit",4
fig-003736,"Plo Koon, White Undershirt",3
fig-003737,"Clone Commander Cody, Pauldron and Kama",7
fig-003738,"Clone Trooper, Phase I Armor, Brown Eyes, Dark Bluish Gray Rangefinder",5
fig-003739,"Captain Rex, Visor",7
fig-003740,Juno Eclipse,4
fig-003741,Darth Vader's Apprentice,4
fig-003742,Dwarf Spider Droid with Reddish Brown Dome,38
fig-003743,Kristoff - MicroDoll,3
fig-003744,Anna - MicroDoll,3
fig-003745,Elsa - MicroDoll,3
fig-003746,Olaf - MicroDoll,3
fig-003747,Olaf - Minidoll Arms,3
fig-003748,"Kristoff - Black Vest, Dark Orange Shirt",4
